name,avgs,bpas,ratio
Chengyang Song (宋成阳),48,9,1.038
Darren Siew Ee Yaang (蕭奕暘),70,9,1.049
Weixing Zhang (张炜星),79,9,1.04
Zayn Khanani,58,9,1.042
Oleg Sechko,31,9,1.057
Gabriele Cappelletti,57,9,1.058
Rūdolfs Vīnkalns,40,9,1.039
Nikhil Soares,74,9,1.059
Erik Johnson,29,9,1.038
Wonder Dygico,46,9,1.044
Ronan Felipe Jorge,61,9,1.063
Carlos Alberto de Alcântara Jr.,59,9,1.051
István Márián,35,9,1.043
Juan David Carmona Vásquez,43,9,1.039
Dmitry Zvyagintsev,76,9,1.049
Kalina Brzezińska,66,9,1.037
Mateusz Szulik,55,9,1.047
Arttu Puttonen,60,9,1.06
Ryan Driscoll,47,9,1.047
Wilhelm Kilders,123,9,1.047
Wojciech Barciaga,45,9,1.046
Bartłomiej Owczarek,65,9,1.052
Damian Wilding,45,9,1.048
Mattia Furlan,42,9,1.042
Angel Arrioja Landa,51,9,1.036
Einar Kvam Lundberg,51,9,1.042
Martin Brath,58,9,1.045
Fin Thiessen,54,9,1.053
Kevin Guillaumond,50,9,1.079
Diego Fraile,49,9,1.046
Vicenzo Guerino Cecchini,69,9,1.055
David Lim,73,9,1.045
Francisco Hamlin,53,9,1.046
Isaac Myers,44,9,1.053
Isaac Langer,57,9,1.048
Ivan Lew Yi Wen (刘义文),69,9,1.045
Michał Mlostek,67,9,1.049
Marco Vorländer,85,9,1.046
Kevin Gerhardt,103,9,1.054
Kristóf Veres,54,9,1.05
Maxim Ilin,53,9,1.056
Staš Zupanc,45,9,1.035
Nikhil Mande,59,9,1.057
Pedro Roque,61,9,1.045
Mohammad Reza Karimi (محمد رضا کریمی),43,9,1.05
Steven Kearns,46,9,1.042
Michael Kristel,58,9,1.053
Agustín Bernasconi,38,9,1.035
Bautista Bonazzola,74,9,1.046
Kristian Holme,35,9,1.046
Jiaxi Ye (叶佳希),39,9,1.035
Daniel Chudecki,40,9,1.029
Fabio Schwandt,80,9,1.046
Nestor Sokhan,40,9,1.041
Kirill Litvinov,73,9,1.045
Andrey Che,66,9,1.054
Arifumi Fushimi (伏見有史),93,9,1.052
Emily Wang,56,9,1.046
Dharmesh Shahu,58,9,1.035
Alexey Zharikov,60,9,1.045
Shantanu Awale,48,9,1.053
Billy Burier,55,9,1.045
Liam Chen,30,9,1.032
Salamon Tűzkő,44,9,1.047
Helmut Heilig,86,9,1.056
Qingbin Chen (陈庆斌),64,9,1.052
Tomasz Cyrklaff,45,9,1.041
Gilson Sousa da Silva,45,9,1.032
Lim Hung (林弘),53,9,1.056
Mariano D'Imperio,71,9,1.053
Yevhen Bondarenko (Євген Бондаренко),48,9,1.042
Volodymyr Korol (Володимир Король),58,9,1.048
Stefan Pochmann,35,9,1.026
Serhii Koksharov (Сергій Кокшаров),79,9,1.052
Gabriel Pereira Campanha,33,9,1.025
Vincent Hartanto Utomo,80,9,1.044
Gianpierre Ponce,35,8,1.047
Nejc Ian Čurman,42,8,1.04
João Vinícius de Andrade Santos,33,8,1.043
Seung Hyuk Nahm (남승혁),47,8,1.045
Alex Asbery,64,8,1.051
Yumu Tabuchi (田渕雄夢),47,8,1.039
Hari Anirudh,50,8,1.065
Marco Rota,84,8,1.061
Michael Wittwer,28,8,1.048
Dan Cohen,83,8,1.059
Kevin Costello III,91,8,1.04
Osvaldo Argelis Lopez Marte,21,8,1.043
Christine Brychcy,55,8,1.068
Sumanth Chandrupatla,23,8,1.039
Kirill Shalashov,45,8,1.045
Daniel Guardado Cabral,62,8,1.059
Aleksandr Beznogov,54,8,1.042
Daniel Gloppestad Bajer,75,8,1.049
Guanchen Zhou (周冠辰),41,8,1.058
Linus Buck,67,8,1.05
Abhishrut Khanna,32,8,1.04
Michael Andres Castillo Lemus,48,8,1.035
Denys Shyshliannykov (Денис Шишлянников),28,8,1.04
Key Yu Wan,44,8,1.053
Kyle Barry,30,8,1.049
Shreyas Talamakki,37,8,1.043
Piero Alessandro Laguna Obregon,37,8,1.051
Jonatan Kłosko,56,8,1.061
Genaro Sahib Leguizamon,33,8,1.039
Marcus Moberg,49,8,1.049
Jiajun Li (李嘉俊),56,8,1.046
Felipe Medel,53,8,1.056
Joël van Noort,47,8,1.039
Anthony Hsu,38,8,1.046
Tyler Robinson,45,8,1.046
Georgiy Titov (Георгій Тітов),44,8,1.049
Neel Shah,31,8,1.039
Yiming Liu (刘一鸣),30,8,1.051
Jan van Dorst,42,8,1.046
Karina Grandjean Beck,80,8,1.049
Brúnó Bereczki,58,8,1.053
Guus de Wit,38,8,1.033
Vladyslav Zhyhailo (Владислав Жигайло),47,8,1.049
Will Hamilton,60,8,1.05
Michael Röhrer,44,8,1.051
Patrick Kern,36,8,1.043
Patrick Jameson,39,8,1.046
György Pintér,30,8,1.034
Roy Lee,59,8,1.041
Simon Kellum,55,8,1.054
Liam Orovec,35,8,1.04
Derek Tat,57,8,1.06
Kanneti Sae Han (คันธ์เนตี แซ่ห่าน),69,8,1.043
Mateusz Fydrych,66,8,1.045
Niko Paavilainen,42,8,1.04
Aldo José Gramajo de León,35,8,1.065
Piti Pichedpan (ปิติ พิเชษฐพันธ์),41,8,1.045
Emilio Eleodoro Ramírez Lahsen,29,8,1.046
David Woner,45,8,1.04
Elijah Brown,53,8,1.046
Thom Barlow,55,8,1.06
Marvin Llaneta,23,8,1.038
Enzo Mattos,43,8,1.048
Sukant Koul,58,8,1.054
Ying Lin (林颖),53,8,1.044
Gunnar Krig,111,8,1.052
